Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,SoC,Leistung
01.01.2024 12:53:16,96.71,3197,26.69,46.33,23.69,917.41,0.91,0.19,299,16,165.8
01.01.2024 12:53:17,7.77,3198,3.86,3.71,0.2,594.3,0.43,0.61,918,99,468.2
01.01.2024 12:53:18,7.67,3199,3.61,1.59,2.47,751.84,0.49,0.76,538,8,141.4
01.01.2024 12:53:19,47.51,3200,18.46,13.63,15.42,288.52,0.67,0.83,237,1,659.0
01.01.2024 12:53:20,57.84,3201,7.02,4.87,45.95,18.87,0.05,0.51,201,36,543.5
01.01.2024 12:53:21,88.94,3202,78.53,0.93,9.48,500.61,0.67,0.08,62,70,736.7
01.01.2024 12:53:22,78.97,3203,12.04,53.7,13.23,790.67,0.4,0.77,353,81,134.1
01.01.2024 12:53:23,10.26,3204,8.4,0.33,1.53,901.69,0.92,0.3,279,43,421.7
01.01.2024 12:53:24,53.72,3205,6.01,43.63,4.08,724.84,0.09,0.7,713,69,117.7
01.01.2024 12:53:25,73.75,3206,56.1,15.44,2.21,352.11,0.46,0.77,556,61,345.0
01.01.2024 12:53:26,87.34,3207,46.79,9.55,31.0,525.33,0.71,0.16,476,21,398.8
01.01.2024 12:53:27,58.37,3208,20.09,22.8,15.48,660.67,0.41,0.51,833,52,518.2
01.01.2024 12:53:28,12.34,3209,5.79,5.37,1.18,99.61,0.35,0.79,922,76,269.9
01.01.2024 12:53:29,45.22,3210,1.43,25.24,18.55,222.92,0.92,0.94,208,66,981.3
01.01.2024 12:53:30,97.31,3211,35.68,14.95,46.68,126.64,0.42,0.0,525,77,980.4
01.01.2024 12:53:31,7.56,3212,1.43,0.73,5.4,741.0,0.89,0.9,373,93,732.6
01.01.2024 12:53:32,53.03,3213,45.59,0.46,6.98,990.54,0.56,0.88,754,43,289.0
01.01.2024 12:53:33,40.3,3214,12.02,24.88,3.4,260.75,0.62,0.45,689,13,920.3
01.01.2024 12:53:34,24.31,3215,18.58,3.07,2.66,99.46,0.22,0.26,573,93,503.4
01.01.2024 12:53:35,52.3,3216,38.31,2.84,11.15,982.91,0.95,0.74,348,68,108.7
01.01.2024 12:53:36,41.16,3217,7.29,19.44,14.43,994.36,0.88,0.1,668,16,72.8
01.01.2024 12:53:37,59.25,3218,12.53,32.3,14.42,62.03,0.42,0.1,854,32,478.0
01.01.2024 12:53:38,94.79,3219,45.22,36.06,13.51,894.57,0.74,0.93,711,38,769.5
01.01.2024 12:53:39,30.47,3220,11.91,12.1,6.46,984.24,0.67,0.02,838,43,701.2
01.01.2024 12:53:40,81.35,3221,42.84,0.5,38.01,814.42,0.44,0.33,611,28,589.7
01.01.2024 12:53:41,62.05,3222,28.3,33.61,0.14,442.93,0.86,0.69,858,7,567.0
01.01.2024 12:53:42,17.44,3223,6.93,1.88,8.63,652.43,0.46,0.67,130,37,751.9
01.01.2024 12:53:43,70.51,3224,15.62,27.43,27.46,288.31,0.32,0.5,651,45,684.7
01.01.2024 12:53:44,63.7,3225,46.7,4.17,12.83,894.45,0.15,0.95,954,69,806.8
01.01.2024 12:53:45,73.35,3226,55.07,1.6,16.68,588.41,0.6,0.55,730,11,237.5
01.01.2024 12:53:46,94.03,3227,51.75,25.05,17.23,814.69,0.43,0.02,45,12,879.5
01.01.2024 12:53:47,27.87,3228,11.91,11.3,4.66,208.81,0.34,0.58,981,100,543.9
01.01.2024 12:53:48,16.47,3229,5.07,0.93,10.47,655.05,0.31,0.21,693,75,573.0
01.01.2024 12:53:49,47.28,3230,24.35,6.12,16.81,27.35,0.83,0.11,779,71,543.4
01.01.2024 12:53:50,23.73,3231,19.79,2.11,1.83,133.14,0.18,0.68,374,70,757.2
01.01.2024 12:53:51,68.0,3232,43.17,11.35,13.48,252.48,0.56,0.7,831,91,104.5
01.01.2024 12:53:52,45.15,3233,24.12,3.15,17.88,521.47,0.81,0.14,689,62,718.3
01.01.2024 12:53:53,50.33,3234,35.21,14.19,0.93,122.29,0.08,0.71,751,22,2.8
01.01.2024 12:53:54,41.58,3235,17.93,12.49,11.16,231.85,0.21,0.73,385,78,921.2
01.01.2024 12:53:55,34.98,3236,16.37,12.86,5.75,521.43,0.31,0.51,291,93,201.0
01.01.2024 12:53:56,0.68,3237,0.25,0.08,0.35,798.96,0.34,0.4,161,16,977.1
01.01.2024 12:53:57,59.89,3238,50.55,7.28,2.06,37.24,0.12,0.83,612,91,972.4
01.01.2024 12:53:58,23.8,3239,19.3,3.53,0.97,265.08,0.9,0.3,698,82,660.7
01.01.2024 12:53:59,50.76,3240,41.7,0.8,8.26,450.63,0.5,0.38,999,48,308.3
01.01.2024 12:54:00,45.55,3241,36.05,1.24,8.26,163.24,0.34,0.23,432,87,797.8
01.01.2024 12:54:01,79.67,3242,22.35,40.95,16.37,432.29,0.4,0.79,34,54,142.9
01.01.2024 12:54:02,80.34,3243,6.23,48.0,26.11,215.91,0.02,0.48,274,20,616.5
01.01.2024 12:54:03,90.29,3244,43.06,38.05,9.18,611.11,0.87,0.32,501,9,212.9
01.01.2024 12:54:04,60.66,3245,28.64,13.55,18.47,132.86,0.25,0.57,712,32,179.6
01.01.2024 12:54:05,36.36,3246,33.28,2.07,1.01,411.46,0.94,0.14,404,24,907.2
01.01.2024 12:54:06,98.49,3247,50.05,40.72,7.72,198.01,0.38,0.15,363,81,192.2
01.01.2024 12:54:07,13.64,3248,2.66,8.48,2.5,673.69,0.55,0.13,624,92,249.3
01.01.2024 12:54:08,60.57,3249,41.5,15.65,3.42,615.38,0.03,0.95,910,38,12.1
01.01.2024 12:54:09,84.6,3250,68.56,1.69,14.35,211.46,0.09,0.14,339,88,643.6
01.01.2024 12:54:10,79.59,3251,7.02,63.08,9.49,377.35,0.82,0.87,704,85,851.4
01.01.2024 12:54:11,78.69,3252,78.29,0.36,0.04,543.82,0.02,0.63,333,91,711.0
01.01.2024 12:54:12,20.63,3253,18.42,2.0,0.21,678.62,0.32,0.76,44,32,994.8
01.01.2024 12:54:13,7.85,3254,2.22,4.03,1.6,384.16,0.77,0.43,782,50,633.6
01.01.2024 12:54:14,15.11,3255,9.46,1.49,4.16,965.7,0.33,0.39,668,22,155.2
01.01.2024 12:54:15,28.58,3256,22.31,6.01,0.26,7.44,0.31,0.25,421,52,749.9
01.01.2024 12:54:16,97.31,3257,12.5,81.14,3.67,592.95,0.4,0.61,159,94,813.8
01.01.2024 12:54:17,2.36,3258,1.21,0.61,0.54,155.38,0.18,0.02,852,28,729.4
01.01.2024 12:54:18,26.06,3259,15.28,9.24,1.54,178.44,0.76,0.7,782,6,588.2
01.01.2024 12:54:19,4.98,3260,3.95,0.69,0.34,736.22,0.31,0.08,969,8,444.7
01.01.2024 12:54:20,29.38,3261,4.76,9.48,15.14,24.14,0.57,0.16,173,65,744.7
01.01.2024 12:54:21,1.24,3262,0.49,0.24,0.51,642.46,0.86,0.76,744,87,217.8
01.01.2024 12:54:22,43.52,3263,4.37,27.28,11.87,73.33,0.36,0.3,290,53,765.8
01.01.2024 12:54:23,57.77,3264,42.1,9.72,5.95,685.97,0.09,0.1,130,49,271.5
01.01.2024 12:54:24,37.05,3265,30.64,5.05,1.36,397.94,0.12,0.75,122,73,560.4
01.01.2024 12:54:25,55.7,3266,19.99,4.51,31.2,375.21,0.67,0.17,13,94,672.2
01.01.2024 12:54:26,41.41,3267,32.54,7.27,1.6,180.51,0.38,0.43,32,88,25.9
01.01.2024 12:54:27,11.69,3268,9.24,0.93,1.52,134.61,0.88,0.71,642,75,97.0
01.01.2024 12:54:28,15.43,3269,0.43,6.17,8.83,438.34,0.9,0.78,184,35,677.5
01.01.2024 12:54:29,59.73,3270,51.79,3.2,4.74,588.62,0.9,0.58,289,37,706.7
01.01.2024 12:54:30,44.38,3271,15.41,25.88,3.09,617.68,0.61,0.97,620,31,395.8
01.01.2024 12:54:31,20.19,3272,14.79,1.15,4.25,595.96,0.1,0.54,24,86,278.1
01.01.2024 12:54:32,99.44,3273,64.28,16.48,18.68,500.8,0.19,0.5,923,86,196.4
01.01.2024 12:54:33,51.6,3274,50.66,0.22,0.72,429.56,0.0,0.1,239,79,310.9
01.01.2024 12:54:34,30.89,3275,9.55,14.41,6.93,759.46,0.01,0.04,664,67,750.5
01.01.2024 12:54:35,28.2,3276,3.03,11.2,13.97,185.04,0.63,0.31,635,83,733.2
01.01.2024 12:54:36,44.53,3277,17.04,17.71,9.78,260.94,0.3,0.66,105,80,541.3
01.01.2024 12:54:37,41.9,3278,11.33,12.49,18.08,391.27,0.08,0.08,184,93,343.2
01.01.2024 12:54:38,17.21,3279,15.15,1.21,0.85,639.8,0.76,0.89,49,21,762.4
01.01.2024 12:54:39,39.57,3280,6.77,14.23,18.57,120.84,0.18,0.95,763,57,146.4
01.01.2024 12:54:40,53.86,3281,50.53,0.48,2.85,622.62,0.41,0.79,63,58,969.9
01.01.2024 12:54:41,75.77,3282,4.9,55.63,15.24,830.77,0.95,0.11,424,67,146.5
01.01.2024 12:54:42,20.87,3283,5.28,11.18,4.41,805.03,0.79,0.18,785,43,310.7
01.01.2024 12:54:43,85.82,3284,48.74,26.86,10.22,282.67,0.11,0.7,246,40,193.1
01.01.2024 12:54:44,95.26,3285,81.57,6.88,6.81,402.56,0.14,0.34,53,38,84.1
01.01.2024 12:54:45,73.68,3286,41.42,17.58,14.68,677.45,0.21,0.75,588,19,77.9
01.01.2024 12:54:46,54.56,3287,19.1,32.75,2.71,506.49,0.65,0.57,524,56,726.6
01.01.2024 12:54:47,26.41,3288,18.51,2.13,5.77,308.33,0.21,0.32,975,98,600.2
01.01.2024 12:54:48,21.75,3289,4.56,1.91,15.28,965.28,0.99,0.69,395,49,699.7
01.01.2024 12:54:49,32.71,3290,22.0,9.19,1.52,937.16,0.8,0.43,721,22,969.8
01.01.2024 12:54:50,68.77,3291,44.9,0.21,23.66,664.73,0.29,0.4,930,89,151.3
01.01.2024 12:54:51,25.12,3292,6.03,16.48,2.61,837.91,0.72,0.3,762,36,369.6
01.01.2024 12:54:52,59.62,3293,35.34,21.29,2.99,940.02,0.16,0.27,723,24,464.7
01.01.2024 12:54:53,14.07,3294,9.22,3.16,1.69,448.03,0.33,0.9,487,35,117.7
01.01.2024 12:54:54,60.82,3295,37.71,5.09,18.02,421.8,0.85,0.8,6,96,407.2
01.01.2024 12:54:55,39.23,3296,24.48,1.39,13.36,326.43,0.57,0.91,913,37,79.6
01.01.2024 12:54:56,32.66,3297,9.69,19.99,2.98,934.86,0.39,0.78,94,35,730.5
01.01.2024 12:54:57,39.2,3298,38.11,1.03,0.06,944.59,0.13,0.92,583,70,157.9
01.01.2024 12:54:58,70.69,3299,69.62,0.22,0.85,70.59,0.86,0.51,846,67,164.5
01.01.2024 12:54:59,96.69,3300,49.47,24.02,23.2,7.92,0.22,0.56,493,87,771.9
01.01.2024 12:55:00,83.13,3301,76.1,1.62,5.41,292.55,0.49,0.3,459,10,487.8
01.01.2024 12:55:01,91.15,3302,64.45,0.87,25.83,979.86,0.34,0.58,354,73,927.8
01.01.2024 12:55:02,28.27,3303,19.92,8.32,0.03,143.88,0.46,0.37,56,26,328.9
01.01.2024 12:55:03,90.23,3304,38.33,17.75,34.15,143.79,0.95,0.62,133,43,666.3
01.01.2024 12:55:04,97.38,3305,48.82,24.25,24.31,559.3,0.48,0.94,178,5,626.6
01.01.2024 12:55:05,77.79,3306,13.71,4.68,59.4,531.52,0.84,0.88,223,16,746.0
01.01.2024 12:55:06,9.16,3307,5.43,1.03,2.7,39.26,0.42,0.84,562,9,72.8
01.01.2024 12:55:07,69.51,3308,63.07,0.68,5.76,799.25,0.91,0.07,335,71,351.5
01.01.2024 12:55:08,98.02,3309,88.59,8.98,0.45,606.67,0.44,0.6,917,12,46.1
01.01.2024 12:55:09,87.55,3310,7.92,48.46,31.17,890.02,0.71,0.69,523,21,638.9
01.01.2024 12:55:10,57.6,3311,12.96,7.28,37.36,803.43,0.98,0.26,435,39,509.8
01.01.2024 12:55:11,99.71,3312,38.23,27.32,34.16,247.81,0.05,0.42,147,34,566.1
01.01.2024 12:55:12,17.74,3313,5.5,4.5,7.74,488.05,0.49,0.54,20,87,799.1
01.01.2024 12:55:13,79.99,3314,11.5,10.58,57.91,776.77,0.08,0.24,537,46,534.2
01.01.2024 12:55:14,93.53,3315,44.07,2.97,46.49,818.43,0.24,0.04,397,21,516.2
01.01.2024 12:55:15,74.79,3316,67.75,3.91,3.13,606.72,0.73,0.64,841,9,281.5
01.01.2024 12:55:16,94.98,3317,0.05,46.01,48.92,89.65,0.19,0.48,653,7,924.4
01.01.2024 12:55:17,45.09,3318,27.95,0.72,16.42,125.22,0.63,0.39,280,28,96.2
01.01.2024 12:55:18,0.83,3319,0.42,0.19,0.22,841.31,0.23,0.95,797,9,808.0
01.01.2024 12:55:19,56.53,3320,32.69,13.3,10.54,572.16,0.48,0.45,220,14,988.6
01.01.2024 12:55:20,44.72,3321,8.49,9.87,26.36,701.5,0.55,0.29,679,66,95.9
01.01.2024 12:55:21,7.31,3322,6.07,1.17,0.07,564.78,0.47,0.41,801,55,700.5
01.01.2024 12:55:22,9.75,3323,6.07,2.16,1.52,802.31,0.33,0.85,858,86,16.6
01.01.2024 12:55:23,52.99,3324,37.35,3.16,12.48,981.34,0.91,0.83,596,32,127.5
01.01.2024 12:55:24,38.86,3325,12.1,14.17,12.59,694.79,0.37,0.21,434,42,475.1
01.01.2024 12:55:25,68.6,3326,35.41,4.92,28.27,934.92,0.06,0.02,361,31,679.7
01.01.2024 12:55:26,61.85,3327,3.72,55.56,2.57,288.14,0.55,0.18,453,2,145.0
01.01.2024 12:55:27,11.34,3328,10.61,0.2,0.53,107.96,0.0,0.35,738,59,756.3
01.01.2024 12:55:28,20.88,3329,8.39,9.99,2.5,452.2,0.16,0.67,832,89,547.5
01.01.2024 12:55:29,32.8,3330,31.65,1.06,0.09,473.29,0.09,0.87,719,63,996.8
01.01.2024 12:55:30,58.23,3331,32.92,2.01,23.3,449.73,0.53,0.97,856,69,500.6
01.01.2024 12:55:31,23.03,3332,6.53,9.97,6.53,420.83,0.63,0.68,484,3,162.9
01.01.2024 12:55:32,24.47,3333,4.22,9.24,11.01,801.16,0.33,0.67,108,26,332.7
01.01.2024 12:55:33,18.71,3334,2.59,11.26,4.86,465.82,0.95,0.24,785,88,364.6
01.01.2024 12:55:34,57.32,3335,38.42,15.93,2.97,698.0,0.99,0.52,938,10,726.6
01.01.2024 12:55:35,57.04,3336,24.82,0.46,31.76,488.31,0.11,0.38,562,32,505.6
01.01.2024 12:55:36,55.4,3337,52.0,0.02,3.38,457.55,0.51,0.83,387,61,124.9
01.01.2024 12:55:37,99.16,3338,17.53,73.71,7.92,466.96,0.38,0.05,99,57,686.5
01.01.2024 12:55:38,19.41,3339,13.3,6.1,0.01,589.75,0.27,0.84,978,54,455.4
01.01.2024 12:55:39,7.17,3340,2.97,1.75,2.45,460.79,0.82,0.55,607,88,680.9
01.01.2024 12:55:40,13.27,3341,11.86,0.38,1.03,600.33,0.41,0.51,953,82,250.0
01.01.2024 12:55:41,97.19,3342,90.2,2.2,4.79,224.64,0.96,0.4,122,27,627.1
01.01.2024 12:55:42,12.24,3343,1.24,9.27,1.73,111.03,0.25,0.22,584,72,222.3
01.01.2024 12:55:43,85.38,3344,43.21,9.5,32.67,586.0,0.19,0.95,686,5,80.7
01.01.2024 12:55:44,87.25,3345,84.19,0.32,2.74,420.22,0.56,0.85,862,55,90.3
01.01.2024 12:55:45,14.48,3346,5.14,1.12,8.22,63.65,0.12,0.11,534,22,268.0
01.01.2024 12:55:46,61.5,3347,29.65,25.84,6.01,486.71,0.08,0.72,365,99,20.0
01.01.2024 12:55:47,93.59,3348,76.62,3.45,13.52,925.19,0.48,0.76,692,48,591.3
01.01.2024 12:55:48,78.87,3349,28.23,5.43,45.21,0.27,0.0,0.1,428,85,290.6
01.01.2024 12:55:49,98.15,3350,20.52,48.85,28.78,485.51,0.04,0.97,193,99,330.0
01.01.2024 12:55:50,30.9,3351,0.9,27.71,2.29,692.33,0.99,0.64,533,57,166.5
01.01.2024 12:55:51,63.67,3352,0.21,11.45,52.01,265.44,0.26,0.39,463,84,700.7
01.01.2024 12:55:52,92.1,3353,46.44,40.95,4.71,405.6,0.38,0.64,700,100,691.4
01.01.2024 12:55:53,60.05,3354,13.68,44.38,1.99,393.16,0.72,0.13,769,88,15.4
01.01.2024 12:55:54,50.56,3355,0.17,43.15,7.24,311.28,0.82,0.08,98,14,526.5
01.01.2024 12:55:55,3.82,3356,2.99,0.56,0.27,882.8,0.43,0.82,389,13,274.0
01.01.2024 12:55:56,49.14,3357,30.08,14.28,4.78,566.37,0.05,0.57,486,25,740.6
01.01.2024 12:55:57,39.87,3358,24.39,5.62,9.86,161.49,0.6,0.96,504,1,419.8
01.01.2024 12:55:58,93.32,3359,25.66,19.08,48.58,461.96,0.14,0.64,934,98,568.2
01.01.2024 12:55:59,76.89,3360,41.75,19.08,16.06,229.92,0.86,0.89,497,36,788.7
01.01.2024 12:56:00,83.8,3361,82.28,1.43,0.09,207.09,0.3,0.49,116,66,70.1
01.01.2024 12:56:01,65.8,3362,43.73,4.8,17.27,226.29,0.22,0.67,902,41,460.8
01.01.2024 12:56:02,34.71,3363,20.98,6.18,7.55,194.98,0.06,0.99,387,7,837.7
01.01.2024 12:56:03,58.29,3364,43.74,1.31,13.24,542.78,0.77,0.56,228,88,200.1
01.01.2024 12:56:04,83.29,3365,29.75,42.24,11.3,746.67,0.73,0.61,231,100,795.5
01.01.2024 12:56:05,75.76,3366,19.99,24.06,31.71,360.27,0.67,0.83,210,30,557.2
01.01.2024 12:56:06,78.25,3367,24.96,34.78,18.51,40.38,0.84,0.8,7,59,67.2
01.01.2024 12:56:07,12.89,3368,11.17,0.29,1.43,723.9,0.13,0.15,133,36,44.3
01.01.2024 12:56:08,70.58,3369,29.94,35.64,5.0,844.99,0.37,0.84,848,38,894.5
01.01.2024 12:56:09,54.22,3370,46.26,3.89,4.07,691.8,0.61,0.69,663,38,746.4
01.01.2024 12:56:10,18.2,3371,17.7,0.23,0.27,582.72,0.0,0.15,156,67,248.8
01.01.2024 12:56:11,47.18,3372,12.59,1.88,32.71,980.95,0.38,0.05,910,89,640.8
01.01.2024 12:56:12,61.93,3373,7.92,28.86,25.15,287.05,0.62,0.34,848,73,751.9
01.01.2024 12:56:13,94.4,3374,24.25,42.4,27.75,125.39,0.64,0.59,69,93,552.1
01.01.2024 12:56:14,86.02,3375,44.9,29.67,11.45,798.19,0.2,0.65,927,71,922.5
01.01.2024 12:56:15,43.6,3376,38.33,3.19,2.08,443.76,0.76,0.85,823,78,879.0
01.01.2024 12:56:16,39.28,3377,10.8,14.78,13.7,552.48,0.18,0.39,211,60,43.8
01.01.2024 12:56:17,25.12,3378,3.6,20.69,0.83,66.67,0.35,0.34,610,97,608.8
01.01.2024 12:56:18,73.94,3379,56.92,4.27,12.75,801.17,0.74,0.94,469,28,282.4
01.01.2024 12:56:19,87.43,3380,54.36,23.34,9.73,509.38,0.44,0.01,344,87,586.1
01.01.2024 12:56:20,6.05,3381,1.6,0.71,3.74,126.78,0.34,0.61,417,82,251.8
01.01.2024 12:56:21,75.13,3382,27.63,30.76,16.74,583.08,0.33,0.42,615,62,547.3
01.01.2024 12:56:22,42.6,3383,5.37,35.41,1.82,320.13,0.76,0.4,30,13,412.0
01.01.2024 12:56:23,12.56,3384,1.39,8.89,2.28,874.39,0.54,0.55,1,45,448.5
01.01.2024 12:56:24,0.71,3385,0.5,0.14,0.07,555.63,0.21,0.48,528,61,893.5
01.01.2024 12:56:25,56.85,3386,40.61,15.87,0.37,45.31,0.54,0.44,641,31,301.0
01.01.2024 12:56:26,99.11,3387,65.63,11.48,22.0,933.44,0.19,0.88,410,42,259.3
01.01.2024 12:56:27,26.72,3388,1.8,24.41,0.51,365.9,0.71,0.75,883,5,622.2
01.01.2024 12:56:28,55.2,3389,38.77,3.42,13.01,928.57,0.25,0.46,246,20,243.6
01.01.2024 12:56:29,77.61,3390,39.29,12.62,25.7,478.39,0.43,0.36,31,94,84.9
01.01.2024 12:56:30,59.74,3391,2.11,4.11,53.52,210.49,0.77,0.41,616,20,698.7
01.01.2024 12:56:31,1.11,3392,0.84,0.09,0.18,495.51,0.52,0.16,470,16,570.6
01.01.2024 12:56:32,91.57,3393,23.17,40.22,28.18,528.03,0.6,0.57,655,34,701.4
01.01.2024 12:56:33,52.9,3394,15.25,15.63,22.02,845.04,0.65,0.76,38,74,125.6
01.01.2024 12:56:34,68.52,3395,31.72,36.72,0.08,210.52,0.55,0.98,61,48,565.9
01.01.2024 12:56:35,71.54,3396,14.71,36.49,20.34,371.29,0.67,0.66,23,8,465.1
01.01.2024 12:56:36,68.84,3397,1.11,29.01,38.72,336.08,0.77,0.15,253,34,990.7
01.01.2024 12:56:37,15.22,3398,11.79,1.1,2.33,872.51,0.59,0.35,352,72,379.0
01.01.2024 12:56:38,77.94,3399,17.39,0.61,59.94,264.36,0.24,0.48,359,57,884.6
01.01.2024 12:56:39,75.8,3400,11.12,43.52,21.16,890.7,0.24,0.19,81,89,445.1
01.01.2024 12:56:40,69.18,3401,42.8,17.26,9.12,620.24,0.59,0.08,569,90,772.3
01.01.2024 12:56:41,54.65,3402,15.37,27.35,11.93,549.03,0.22,0.58,49,18,584.6
01.01.2024 12:56:42,27.11,3403,21.14,4.14,1.83,578.74,0.83,0.48,734,67,673.5
01.01.2024 12:56:43,5.27,3404,1.22,3.91,0.14,796.73,0.44,0.75,796,100,940.9
01.01.2024 12:56:44,66.23,3405,50.93,3.59,11.71,383.97,0.53,0.06,224,79,198.8
01.01.2024 12:56:45,89.01,3406,67.13,19.19,2.69,771.43,0.67,0.58,261,23,243.1
01.01.2024 12:56:46,58.59,3407,53.76,1.72,3.11,282.14,0.19,0.54,269,36,705.1
01.01.2024 12:56:47,82.92,3408,6.15,64.0,12.77,847.3,0.01,0.4,942,80,932.3
01.01.2024 12:56:48,20.79,3409,15.05,1.93,3.81,269.62,0.23,0.31,947,80,107.4
01.01.2024 12:56:49,70.73,3410,24.15,4.0,42.58,707.63,0.55,0.29,380,89,242.2
01.01.2024 12:56:50,15.48,3411,2.64,6.4,6.44,926.31,0.53,0.31,898,62,614.1
01.01.2024 12:56:51,86.29,3412,70.56,2.25,13.48,62.34,0.54,0.7,549,34,667.8
01.01.2024 12:56:52,16.86,3413,13.31,0.41,3.14,917.23,0.34,0.53,361,60,511.6
01.01.2024 12:56:53,84.44,3414,23.41,40.23,20.8,480.15,0.24,0.84,542,45,929.0
01.01.2024 12:56:54,75.81,3415,20.58,5.64,49.59,360.17,0.76,0.52,556,53,336.6
01.01.2024 12:56:55,36.96,3416,27.35,2.0,7.61,881.62,0.77,0.17,920,36,509.3
01.01.2024 12:56:56,9.85,3417,3.25,3.9,2.7,712.49,0.93,0.73,884,53,808.4
01.01.2024 12:56:57,31.42,3418,14.82,8.5,8.1,146.81,0.65,0.43,974,40,355.5
01.01.2024 12:56:58,67.26,3419,33.71,20.89,12.66,171.38,0.11,0.56,316,60,251.2
01.01.2024 12:56:59,96.93,3420,5.71,77.16,14.06,202.59,0.01,0.41,863,72,292.5
01.01.2024 12:57:00,59.11,3421,55.46,0.0,3.65,331.14,0.58,0.19,843,0,304.5
01.01.2024 12:57:01,78.54,3422,65.25,8.1,5.19,311.36,0.32,0.68,247,6,238.8
01.01.2024 12:57:02,72.18,3423,23.92,44.26,4.0,888.56,0.15,0.37,809,44,372.1
01.01.2024 12:57:03,74.3,3424,61.83,6.39,6.08,416.66,0.52,0.6,445,7,116.9
01.01.2024 12:57:04,18.31,3425,10.04,5.64,2.63,328.19,0.41,0.75,268,24,620.2
01.01.2024 12:57:05,45.39,3426,35.05,0.39,9.95,197.33,0.66,0.34,321,43,145.7
01.01.2024 12:57:06,4.31,3427,2.64,1.44,0.23,614.79,0.0,0.38,404,11,620.2
01.01.2024 12:57:07,36.64,3428,20.76,3.72,12.16,554.27,0.37,0.04,381,98,769.0
01.01.2024 12:57:08,70.68,3429,48.78,10.43,11.47,288.12,0.54,0.57,668,70,229.1
01.01.2024 12:57:09,92.42,3430,43.96,31.58,16.88,270.63,0.33,0.76,81,72,640.1
01.01.2024 12:57:10,89.0,3431,45.54,17.01,26.45,638.53,0.53,0.4,897,86,21.3
01.01.2024 12:57:11,39.97,3432,5.58,33.68,0.71,288.67,0.1,0.33,12,100,117.2
01.01.2024 12:57:12,77.06,3433,22.92,50.81,3.33,518.19,0.62,0.28,31,58,47.0
01.01.2024 12:57:13,30.44,3434,7.22,8.23,14.99,49.92,0.51,0.54,168,60,788.3
01.01.2024 12:57:14,45.63,3435,26.58,12.85,6.2,966.29,0.95,0.54,867,92,560.9
01.01.2024 12:57:15,71.59,3436,0.51,25.97,45.11,688.44,0.51,0.13,165,88,610.8
01.01.2024 12:57:16,96.13,3437,42.28,37.46,16.39,853.26,0.91,0.85,628,13,977.6
01.01.2024 12:57:17,8.6,3438,3.29,0.39,4.92,587.99,0.71,0.66,436,4,298.4
01.01.2024 12:57:18,24.62,3439,24.05,0.08,0.49,743.66,0.34,0.99,531,93,949.7
01.01.2024 12:57:19,39.13,3440,22.97,2.83,13.33,69.85,0.32,0.23,995,41,272.0
01.01.2024 12:57:20,43.28,3441,14.76,26.2,2.32,936.83,0.48,0.26,476,23,401.9
01.01.2024 12:57:21,38.96,3442,5.66,23.16,10.14,380.64,0.47,0.63,366,98,587.1
01.01.2024 12:57:22,37.21,3443,7.79,2.16,27.26,904.32,0.59,0.88,959,87,5.5
01.01.2024 12:57:23,60.18,3444,44.82,10.39,4.97,753.73,0.97,0.12,476,69,878.2
01.01.2024 12:57:24,31.16,3445,25.44,3.83,1.89,968.84,0.94,0.8,911,55,684.2
01.01.2024 12:57:25,38.35,3446,17.11,3.83,17.41,739.71,0.91,0.08,652,52,471.0
01.01.2024 12:57:26,20.71,3447,11.25,7.67,1.79,515.26,0.82,0.45,952,93,172.2
01.01.2024 12:57:27,61.16,3448,45.91,13.57,1.68,223.03,0.3,0.38,706,60,495.6
01.01.2024 12:57:28,43.66,3449,30.02,1.3,12.34,650.4,0.7,0.72,557,15,87.5
01.01.2024 12:57:29,86.58,3450,42.39,24.98,19.21,130.79,0.85,0.95,792,2,622.0
01.01.2024 12:57:30,78.15,3451,56.74,13.83,7.58,631.19,0.59,0.87,298,90,229.7
01.01.2024 12:57:31,77.25,3452,46.64,30.31,0.3,86.87,0.52,0.24,660,45,432.8
01.01.2024 12:57:32,82.29,3453,0.19,13.5,68.6,322.0,0.99,0.63,891,30,904.1
01.01.2024 12:57:33,38.48,3454,34.73,2.52,1.23,880.12,0.85,0.14,589,36,214.2
01.01.2024 12:57:34,89.52,3455,83.13,4.04,2.35,228.41,0.99,0.51,894,83,391.2
01.01.2024 12:57:35,60.3,3456,49.94,7.79,2.57,581.32,0.63,0.01,931,63,189.1
01.01.2024 12:57:36,77.61,3457,56.9,18.29,2.42,40.65,0.43,0.1,925,36,356.3
01.01.2024 12:57:37,40.23,3458,8.85,5.9,25.48,455.46,0.48,0.52,715,9,370.5
01.01.2024 12:57:38,24.54,3459,23.53,0.81,0.2,506.12,0.33,0.28,405,96,85.7
01.01.2024 12:57:39,71.29,3460,61.53,3.11,6.65,459.03,0.0,0.71,285,83,767.1
01.01.2024 12:57:40,10.47,3461,9.66,0.51,0.3,462.27,0.39,0.02,985,8,273.8
01.01.2024 12:57:41,83.42,3462,0.35,41.84,41.23,478.9,0.5,0.8,40,36,726.4
01.01.2024 12:57:42,60.6,3463,32.43,12.37,15.8,218.5,0.96,0.52,463,3,568.2
