Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,EL-Tank2,SoC,Leistung,Reichweite Elektroautos
PV-Anlage,30.01.2024 21:00:00,89.17,718,17.07,57.76,14.34,1510.78,1879.03,64.8,11,695,58,-768.15,120.34
PV-Anlage,30.01.2024 22:00:00,7.12,719,5.41,1.1,0.61,161.72,2595.25,15.46,63,138,2,-1379.48,137.03
PV-Anlage,30.01.2024 23:00:00,23.89,720,19.16,2.58,2.15,1362.97,3953.36,53.29,17,123,80,941.35,285.82
PV-Anlage,31.01.2024 00:00:00,67.16,721,41.34,19.73,6.09,1163.16,537.42,90.49,3,388,43,-328.88,470.31
PV-Anlage,31.01.2024 01:00:00,75.19,722,40.54,31.34,3.31,292.84,244.05,97.39,50,451,81,1570.51,398.35
PV-Anlage,31.01.2024 02:00:00,92.02,723,7.86,45.02,39.14,1917.13,3067.5,35.64,23,139,52,12.23,305.27
PV-Anlage,31.01.2024 03:00:00,82.92,724,23.65,34.06,25.21,1372.38,3416.5,26.36,4,106,90,1104.78,377.83
PV-Anlage,31.01.2024 04:00:00,47.9,725,21.78,8.81,17.31,392.31,3956.98,91.46,24,19,12,1596.27,439.38
PV-Anlage,31.01.2024 05:00:00,41.15,726,11.27,0.22,29.66,1091.05,624.91,36.51,31,991,98,237.24,122.45
PV-Anlage,31.01.2024 06:00:00,0.64,727,0.04,0.12,0.48,1115.8,345.21,4.86,21,104,32,-1930.93,338.02
PV-Anlage,31.01.2024 07:00:00,74.36,728,40.59,24.26,9.51,965.27,2028.12,15.91,31,730,83,1556.59,189.77
PV-Anlage,31.01.2024 08:00:00,36.14,729,24.49,7.67,3.98,439.77,2791.75,69.12,94,976,38,1254.07,314.84
PV-Anlage,31.01.2024 09:00:00,79.76,730,35.45,36.89,7.42,1545.18,3498.85,81.14,0,391,15,-1337.29,459.59
PV-Anlage,31.01.2024 10:00:00,92.67,731,50.94,11.05,30.68,1975.97,2227.45,98.99,66,730,63,970.54,139.03
PV-Anlage,31.01.2024 11:00:00,47.66,732,33.48,5.08,9.1,1963.03,2899.11,43.49,46,31,10,-882.7,417.68
PV-Anlage,31.01.2024 12:00:00,32.1,733,25.52,1.86,4.72,1677.78,673.74,30.07,88,985,59,-66.12,369.18
PV-Anlage,31.01.2024 13:00:00,10.8,734,7.91,2.33,0.56,1854.51,3584.75,50.76,86,750,63,448.04,60.52
PV-Anlage,31.01.2024 14:00:00,36.14,735,9.47,21.29,5.38,1272.41,1637.61,29.86,69,992,22,-113.97,407.28
PV-Anlage,31.01.2024 15:00:00,21.45,736,18.31,2.83,0.31,1385.55,1421.63,42.3,18,76,50,734.29,337.97
PV-Anlage,31.01.2024 16:00:00,95.95,737,26.0,49.46,20.49,242.44,3753.53,27.35,92,474,18,460.63,256.41
PV-Anlage,31.01.2024 17:00:00,82.15,738,65.09,4.89,12.17,1278.48,135.6,83.52,39,61,43,-1858.41,280.04
PV-Anlage,31.01.2024 18:00:00,98.07,739,73.66,13.45,10.96,1427.03,3840.78,21.14,65,244,64,-1348.82,244.97
PV-Anlage,31.01.2024 19:00:00,77.45,740,12.46,37.55,27.44,1989.6,3417.88,20.83,100,51,43,-1486.71,496.94
PV-Anlage,31.01.2024 20:00:00,68.44,741,13.08,33.41,21.95,1148.18,1543.71,46.06,68,985,37,375.6,161.65
PV-Anlage,31.01.2024 21:00:00,59.15,742,13.39,44.64,1.12,278.72,2769.41,54.92,96,267,20,-1755.48,274.89
PV-Anlage,31.01.2024 22:00:00,25.76,743,5.53,13.41,6.82,228.38,1940.1,79.56,70,827,35,-1322.31,304.28
PV-Anlage,31.01.2024 23:00:00,2.76,744,1.34,1.4,0.02,916.65,777.32,93.59,25,722,66,-391.79,352.1
PV-Anlage,01.02.2024 00:00:00,61.55,745,21.65,1.23,38.67,1074.3,262.09,5.23,86,133,78,697.48,420.93
PV-Anlage,01.02.2024 01:00:00,51.47,746,39.63,6.47,5.37,1180.01,1395.75,85.1,51,347,15,1916.19,412.5
PV-Anlage,01.02.2024 02:00:00,68.9,747,60.71,1.13,7.06,1026.99,377.89,64.55,83,757,13,-1550.96,318.74
PV-Anlage,01.02.2024 03:00:00,93.66,748,67.41,0.98,25.27,1679.39,2418.42,79.31,17,599,80,890.86,347.99
PV-Anlage,01.02.2024 04:00:00,63.67,749,27.5,32.06,4.11,1513.07,2380.43,33.51,64,644,22,-277.66,496.08
PV-Anlage,01.02.2024 05:00:00,45.46,750,23.3,1.96,20.2,1804.74,840.46,13.69,53,138,19,1647.2,373.81
PV-Anlage,01.02.2024 06:00:00,35.33,751,33.26,1.75,0.32,1106.88,1253.16,44.73,53,648,73,-990.28,209.92
PV-Anlage,01.02.2024 07:00:00,19.1,752,7.63,9.86,1.61,1221.79,2125.27,56.41,83,369,71,-1115.33,73.14
PV-Anlage,01.02.2024 08:00:00,76.24,753,15.83,36.28,24.13,362.72,1935.66,49.6,13,734,85,-1364.43,79.92
PV-Anlage,01.02.2024 09:00:00,22.11,754,19.12,1.31,1.68,1065.7,2641.65,65.08,75,68,48,-604.85,390.07
PV-Anlage,01.02.2024 10:00:00,36.8,755,20.57,14.16,2.07,775.27,1031.55,78.66,4,785,88,900.52,346.79
PV-Anlage,01.02.2024 11:00:00,96.16,756,91.47,3.88,0.81,695.42,3520.85,57.52,67,853,32,1248.42,238.66
PV-Anlage,01.02.2024 12:00:00,90.44,757,50.77,24.88,14.79,1660.98,2973.23,89.31,4,276,74,-1245.1,271.63
PV-Anlage,01.02.2024 13:00:00,77.67,758,2.64,72.51,2.52,1088.97,2988.48,93.33,59,256,8,-1345.83,476.52
PV-Anlage,01.02.2024 14:00:00,56.64,759,23.01,15.44,18.19,1846.15,351.44,12.69,97,22,56,1983.56,256.1
PV-Anlage,01.02.2024 15:00:00,9.06,760,3.62,3.39,2.05,1567.94,3870.86,2.06,62,951,67,-1084.13,381.23
PV-Anlage,01.02.2024 16:00:00,5.76,761,1.52,2.98,1.26,1283.77,3009.18,73.26,81,329,96,-352.3,221.34
PV-Anlage,01.02.2024 17:00:00,10.02,762,4.01,4.88,1.13,1088.75,3787.73,2.32,90,724,22,-139.54,223.71
PV-Anlage,01.02.2024 18:00:00,68.08,763,62.49,3.69,1.9,372.51,1746.85,8.26,34,640,80,-749.85,351.32
PV-Anlage,01.02.2024 19:00:00,80.82,764,41.61,17.79,21.42,1919.4,3065.37,93.27,75,706,98,-1515.47,304.77
PV-Anlage,01.02.2024 20:00:00,72.14,765,28.88,13.42,29.84,1927.09,71.28,47.8,37,406,39,-358.59,263.59
PV-Anlage,01.02.2024 21:00:00,21.76,766,17.98,1.23,2.55,1428.4,3392.84,48.8,27,613,99,-929.81,240.79
PV-Anlage,01.02.2024 22:00:00,26.59,767,6.85,1.12,18.62,1452.77,1983.81,67.43,82,298,29,-406.53,295.08
PV-Anlage,01.02.2024 23:00:00,72.88,768,21.14,30.61,21.13,43.89,902.84,77.67,32,481,75,-1634.17,317.76
PV-Anlage,02.02.2024 00:00:00,64.71,769,17.3,33.69,13.72,1933.13,1450.58,65.89,87,927,81,1014.79,200.78
PV-Anlage,02.02.2024 01:00:00,72.41,770,4.61,22.98,44.82,1465.39,695.02,41.4,48,645,5,-1053.32,269.27
PV-Anlage,02.02.2024 02:00:00,43.5,771,19.07,19.57,4.86,1253.5,3660.33,53.73,66,113,63,-1177.65,469.15
PV-Anlage,02.02.2024 03:00:00,96.05,772,71.37,9.72,14.96,1518.25,3067.78,86.53,98,430,44,-1649.1,283.02
PV-Anlage,02.02.2024 04:00:00,62.78,773,21.67,23.04,18.07,1334.93,3005.46,70.23,94,858,4,162.11,492.3
PV-Anlage,02.02.2024 05:00:00,50.36,774,8.4,16.35,25.61,1158.72,2821.68,34.87,100,205,87,-1886.31,466.13
PV-Anlage,02.02.2024 06:00:00,82.53,775,56.76,0.37,25.4,749.93,3066.8,57.27,70,787,34,1740.4,429.73
PV-Anlage,02.02.2024 07:00:00,37.66,776,27.22,6.3,4.14,1914.64,2307.45,7.52,7,856,9,-186.97,325.64
PV-Anlage,02.02.2024 08:00:00,96.24,777,52.55,43.4,0.29,144.31,68.17,78.38,86,308,62,-359.74,381.65
PV-Anlage,02.02.2024 09:00:00,4.97,778,3.51,0.17,1.29,650.38,420.13,88.77,75,519,2,-1754.64,328.39
PV-Anlage,02.02.2024 10:00:00,33.51,779,15.87,13.75,3.89,1979.51,3802.02,29.79,32,399,67,-414.36,164.82
PV-Anlage,02.02.2024 11:00:00,97.91,780,32.01,16.37,49.53,68.28,37.28,4.54,65,78,17,-1369.84,477.79
PV-Anlage,02.02.2024 12:00:00,81.03,781,65.03,11.84,4.16,1746.83,3173.78,87.07,58,560,48,1103.38,113.14
PV-Anlage,02.02.2024 13:00:00,43.0,782,21.42,18.96,2.62,658.55,932.55,40.21,3,911,77,817.95,362.88
PV-Anlage,02.02.2024 14:00:00,75.78,783,8.29,59.3,8.19,1611.05,1955.22,50.87,69,356,11,1134.78,498.86
PV-Anlage,02.02.2024 15:00:00,42.41,784,27.71,11.92,2.78,960.99,3898.61,81.43,69,546,17,1633.1,331.95
PV-Anlage,02.02.2024 16:00:00,66.56,785,36.71,10.57,19.28,607.48,578.59,63.47,61,153,82,-1786.26,307.78
PV-Anlage,02.02.2024 17:00:00,91.41,786,89.86,1.18,0.37,1771.9,2536.16,90.53,45,995,17,-199.72,428.21
PV-Anlage,02.02.2024 18:00:00,8.5,787,4.01,3.17,1.32,792.01,2828.07,86.59,48,833,96,1999.11,97.0
PV-Anlage,02.02.2024 19:00:00,31.48,788,24.25,0.98,6.25,863.48,3751.62,66.68,56,987,30,639.33,460.32
PV-Anlage,02.02.2024 20:00:00,5.99,789,4.96,0.62,0.41,674.14,3811.25,80.92,73,366,65,627.73,50.81
PV-Anlage,02.02.2024 21:00:00,70.57,790,24.72,12.91,32.94,95.15,2895.12,13.31,40,516,100,1652.71,251.4
PV-Anlage,02.02.2024 22:00:00,91.51,791,71.56,11.68,8.27,744.41,3203.86,15.72,44,31,96,1248.12,332.1
PV-Anlage,02.02.2024 23:00:00,3.4,792,0.93,2.13,0.34,169.2,1898.81,73.25,100,229,17,1735.2,470.77
PV-Anlage,03.02.2024 00:00:00,92.09,793,73.27,13.53,5.29,1995.66,3370.3,9.19,2,524,1,-1922.98,200.97
PV-Anlage,03.02.2024 01:00:00,26.5,794,6.39,14.27,5.84,769.59,2803.92,70.31,5,310,83,366.32,452.57
PV-Anlage,03.02.2024 02:00:00,7.9,795,1.16,2.58,4.16,65.58,1350.75,0.99,94,264,42,1898.12,154.25
PV-Anlage,03.02.2024 03:00:00,19.73,796,2.62,5.71,11.4,1888.4,2245.33,19.14,78,495,23,-1763.52,226.7
PV-Anlage,03.02.2024 04:00:00,8.11,797,5.24,0.06,2.81,1801.77,3603.45,65.05,48,573,16,1625.05,251.02
PV-Anlage,03.02.2024 05:00:00,42.83,798,2.24,17.83,22.76,967.34,3311.59,31.51,78,63,54,-486.82,54.48
PV-Anlage,03.02.2024 06:00:00,80.94,799,52.93,6.35,21.66,1396.39,1982.99,30.82,6,544,38,-1249.92,281.98
PV-Anlage,03.02.2024 07:00:00,65.13,800,27.73,8.46,28.94,167.88,3602.27,24.87,80,25,9,-133.67,172.45
PV-Anlage,03.02.2024 08:00:00,93.19,801,62.76,19.25,11.18,1395.65,1115.07,42.38,36,886,73,-1315.46,170.68
PV-Anlage,03.02.2024 09:00:00,70.75,802,61.98,4.04,4.73,291.59,3559.91,57.61,40,443,79,391.23,191.25
PV-Anlage,03.02.2024 10:00:00,2.62,803,0.19,1.53,0.9,892.77,3377.52,32.57,60,251,24,-420.18,100.25
PV-Anlage,03.02.2024 11:00:00,71.66,804,6.68,13.41,51.57,1654.72,968.65,34.84,94,355,76,-375.56,60.89
PV-Anlage,03.02.2024 12:00:00,75.44,805,11.23,1.76,62.45,1103.26,1864.93,79.08,1,685,43,129.84,463.23
PV-Anlage,03.02.2024 13:00:00,19.34,806,2.83,13.21,3.3,617.13,2497.43,71.35,43,237,17,1355.5,83.09
PV-Anlage,03.02.2024 14:00:00,58.56,807,40.55,8.47,9.54,1181.69,2070.02,79.63,17,933,38,-1307.28,433.44
PV-Anlage,03.02.2024 15:00:00,97.0,808,29.12,31.06,36.82,1711.49,792.69,4.68,75,880,51,-457.3,433.25
PV-Anlage,03.02.2024 16:00:00,74.61,809,42.7,13.39,18.52,1086.97,3747.6,8.86,53,235,91,-728.33,253.55
PV-Anlage,03.02.2024 17:00:00,77.27,810,67.23,6.12,3.92,1935.3,1448.39,70.41,24,872,90,807.83,259.21
PV-Anlage,03.02.2024 18:00:00,18.97,811,17.62,1.08,0.27,505.57,2763.42,2.21,68,517,22,266.22,185.46
PV-Anlage,03.02.2024 19:00:00,73.07,812,71.91,0.22,0.94,1934.97,1508.09,71.19,64,844,8,536.68,311.89
PV-Anlage,03.02.2024 20:00:00,62.06,813,43.83,15.05,3.18,42.13,157.81,10.99,45,596,68,811.39,303.72
PV-Anlage,03.02.2024 21:00:00,15.01,814,12.19,1.43,1.39,1410.45,460.45,34.88,35,568,96,1715.56,408.49
PV-Anlage,03.02.2024 22:00:00,34.57,815,32.37,2.2,0.0,675.24,753.52,9.0,61,832,57,-1857.17,80.94
PV-Anlage,03.02.2024 23:00:00,68.91,816,48.42,7.08,13.41,1762.02,3950.95,84.56,78,450,2,76.91,301.73
PV-Anlage,04.02.2024 00:00:00,12.42,817,2.66,5.96,3.8,49.43,735.45,77.03,16,665,28,-880.73,251.43
PV-Anlage,04.02.2024 01:00:00,16.84,818,11.65,2.87,2.32,1206.03,2509.35,23.23,50,386,16,1212.68,173.89
PV-Anlage,04.02.2024 02:00:00,26.92,819,1.53,3.37,22.02,1041.55,3067.05,2.97,29,578,86,-247.88,246.17
PV-Anlage,04.02.2024 03:00:00,9.23,820,1.67,4.23,3.33,1238.12,3944.53,53.97,29,803,99,517.12,196.95
PV-Anlage,04.02.2024 04:00:00,43.46,821,25.42,5.68,12.36,755.28,2906.3,46.91,33,220,14,-1287.45,255.45
PV-Anlage,04.02.2024 05:00:00,5.6,822,2.08,1.9,1.62,209.59,1348.05,56.15,61,340,56,524.49,489.5
PV-Anlage,04.02.2024 06:00:00,67.59,823,18.25,35.65,13.69,122.86,2764.52,96.89,75,247,21,-1394.78,223.78
PV-Anlage,04.02.2024 07:00:00,5.88,824,4.82,0.15,0.91,1613.39,1126.51,34.79,6,701,42,-1004.55,249.07
PV-Anlage,04.02.2024 08:00:00,78.91,825,60.76,0.77,17.38,1127.89,1697.02,2.11,22,648,53,-970.03,245.85
PV-Anlage,04.02.2024 09:00:00,43.91,826,37.66,0.17,6.08,1782.27,961.01,29.83,16,157,63,-922.01,342.21
PV-Anlage,04.02.2024 10:00:00,73.84,827,36.75,24.57,12.52,1178.28,916.89,32.35,60,693,18,1080.04,288.48
PV-Anlage,04.02.2024 11:00:00,85.14,828,20.79,25.49,38.86,550.54,1591.82,77.97,0,44,58,198.06,260.22
PV-Anlage,04.02.2024 12:00:00,52.35,829,38.14,10.21,4.0,1634.64,2674.38,98.1,83,775,41,-98.3,67.31
PV-Anlage,04.02.2024 13:00:00,81.29,830,16.68,25.39,39.22,300.55,2900.84,75.29,98,285,73,-1249.36,298.51
PV-Anlage,04.02.2024 14:00:00,44.18,831,38.69,1.94,3.55,949.16,2436.38,62.85,31,859,84,-1170.41,281.93
PV-Anlage,04.02.2024 15:00:00,41.12,832,23.65,6.05,11.42,806.72,2843.16,57.74,8,86,75,1270.31,490.59
PV-Anlage,04.02.2024 16:00:00,2.48,833,0.44,1.53,0.51,1801.62,927.32,54.57,14,115,11,528.42,463.1
PV-Anlage,04.02.2024 17:00:00,72.71,834,22.5,9.79,40.42,1108.21,2269.43,5.05,22,479,24,521.78,128.56
PV-Anlage,04.02.2024 18:00:00,23.43,835,7.38,8.39,7.66,1320.32,927.37,99.94,19,88,16,-761.16,264.08
PV-Anlage,04.02.2024 19:00:00,48.52,836,19.03,6.45,23.04,1024.82,2361.75,0.23,19,625,69,-1193.62,140.12
PV-Anlage,04.02.2024 20:00:00,18.85,837,10.09,2.94,5.82,731.45,896.21,53.03,86,584,69,1477.59,144.18
PV-Anlage,04.02.2024 21:00:00,87.03,838,67.66,0.04,19.33,607.56,3941.98,68.01,73,125,55,-1261.61,499.54
PV-Anlage,04.02.2024 22:00:00,1.12,839,0.05,0.55,0.52,1666.8,2593.65,32.76,81,683,20,1131.86,145.89
PV-Anlage,04.02.2024 23:00:00,4.98,840,4.09,0.52,0.37,278.23,121.03,57.26,51,733,10,-1261.61,380.91
PV-Anlage,05.02.2024 00:00:00,40.84,841,14.54,11.19,15.11,825.06,2200.91,42.24,86,563,47,-659.21,176.41
PV-Anlage,05.02.2024 01:00:00,78.87,842,44.31,19.83,14.73,274.87,2599.23,69.01,79,212,48,1169.63,242.81
PV-Anlage,05.02.2024 02:00:00,50.32,843,2.21,22.28,25.83,1911.95,3170.04,80.6,12,992,6,467.57,234.54
PV-Anlage,05.02.2024 03:00:00,71.41,844,20.92,46.11,4.38,1165.21,2774.1,12.8,76,439,92,-126.73,499.81
PV-Anlage,05.02.2024 04:00:00,65.12,845,2.1,24.05,38.97,1278.7,2698.59,74.95,67,831,16,-702.14,492.22
PV-Anlage,05.02.2024 05:00:00,81.31,846,35.17,10.53,35.61,439.01,1153.09,17.48,67,450,90,-1062.02,336.55
PV-Anlage,05.02.2024 06:00:00,25.37,847,18.47,3.27,3.63,1494.61,2146.75,25.38,91,771,10,-1815.96,480.21
PV-Anlage,05.02.2024 07:00:00,85.55,848,83.46,1.67,0.42,627.52,2491.57,61.76,89,500,96,838.57,324.5
PV-Anlage,05.02.2024 08:00:00,60.61,849,29.74,3.5,27.37,316.78,1368.08,20.11,39,311,69,1265.6,100.53
PV-Anlage,05.02.2024 09:00:00,71.33,850,8.55,55.55,7.23,1543.8,1714.23,90.87,59,431,34,1439.88,317.45
PV-Anlage,05.02.2024 10:00:00,12.16,851,12.15,0.01,-0.0,1698.08,3394.64,57.99,84,710,71,-964.95,78.42
PV-Anlage,05.02.2024 11:00:00,16.92,852,7.47,8.32,1.13,1708.39,3851.21,59.08,70,627,84,1612.94,276.18
PV-Anlage,05.02.2024 12:00:00,92.32,853,30.37,11.82,50.13,1216.3,3490.98,94.88,31,475,88,-447.49,422.63
PV-Anlage,05.02.2024 13:00:00,20.91,854,1.96,4.28,14.67,787.29,2418.34,40.75,73,390,71,67.25,240.14
PV-Anlage,05.02.2024 14:00:00,92.58,855,70.68,13.47,8.43,924.21,1782.35,80.59,48,771,75,1296.65,340.99
PV-Anlage,05.02.2024 15:00:00,84.13,856,82.74,0.78,0.61,1825.34,843.41,55.05,55,153,22,75.11,458.16
PV-Anlage,05.02.2024 16:00:00,98.78,857,24.38,49.61,24.79,234.77,1237.79,13.81,94,936,77,1493.99,144.92
PV-Anlage,05.02.2024 17:00:00,69.29,858,41.82,21.53,5.94,1613.99,209.71,86.28,98,582,59,1064.58,440.75
PV-Anlage,05.02.2024 18:00:00,62.18,859,18.75,25.93,17.5,392.86,2456.93,66.78,54,749,69,589.94,222.17
PV-Anlage,05.02.2024 19:00:00,64.48,860,2.74,36.43,25.31,748.34,1272.11,95.97,41,397,95,-820.67,237.87
PV-Anlage,05.02.2024 20:00:00,11.63,861,1.41,7.6,2.62,9.14,3984.94,49.37,31,605,19,837.77,101.79
PV-Anlage,05.02.2024 21:00:00,95.07,862,69.76,6.5,18.81,795.02,761.9,5.57,39,409,44,1406.6,488.98
PV-Anlage,05.02.2024 22:00:00,19.11,863,3.38,7.41,8.32,1394.66,3580.95,72.57,7,207,26,-1584.69,198.12
PV-Anlage,05.02.2024 23:00:00,59.78,864,41.56,14.85,3.37,944.08,596.86,78.63,70,264,92,-790.77,78.42
PV-Anlage,06.02.2024 00:00:00,35.27,865,26.86,1.42,6.99,1425.65,1509.78,86.04,65,122,23,1692.41,321.86
PV-Anlage,06.02.2024 01:00:00,4.28,866,3.92,0.27,0.09,778.42,501.56,85.17,31,215,93,1823.8,225.67
PV-Anlage,06.02.2024 02:00:00,4.89,867,1.51,2.52,0.86,638.15,2896.19,40.16,73,640,0,-1936.39,89.82
PV-Anlage,06.02.2024 03:00:00,85.26,868,69.95,12.63,2.68,1883.26,594.58,55.97,33,366,50,358.13,196.35
PV-Anlage,06.02.2024 04:00:00,42.35,869,2.54,19.23,20.58,508.48,2222.37,36.17,7,617,77,197.17,277.62
PV-Anlage,06.02.2024 05:00:00,0.06,870,0.04,0.01,0.01,345.56,601.6,25.68,15,516,9,649.35,51.78
PV-Anlage,06.02.2024 06:00:00,39.84,871,22.76,8.47,8.61,858.6,3242.34,91.4,72,248,86,-1205.44,358.43
PV-Anlage,06.02.2024 07:00:00,88.18,872,74.82,11.16,2.2,591.8,197.95,29.01,64,574,77,-1904.91,89.42
PV-Anlage,06.02.2024 08:00:00,72.81,873,60.33,6.85,5.63,1417.88,3248.69,46.16,38,848,96,951.6,284.99
PV-Anlage,06.02.2024 09:00:00,87.55,874,18.7,18.96,49.89,1962.9,1979.29,20.63,74,620,41,1319.36,365.85
PV-Anlage,06.02.2024 10:00:00,77.15,875,48.47,23.52,5.16,1794.58,3405.44,50.96,16,195,52,-932.81,205.41
PV-Anlage,06.02.2024 11:00:00,51.02,876,32.8,4.92,13.3,240.94,1044.16,20.92,19,770,87,-1185.91,109.52
PV-Anlage,06.02.2024 12:00:00,39.24,877,13.19,17.22,8.83,642.7,1679.92,77.84,92,539,11,318.94,393.52
PV-Anlage,06.02.2024 13:00:00,53.04,878,49.49,3.54,0.01,342.09,2556.51,12.22,65,52,2,627.98,361.9
PV-Anlage,06.02.2024 14:00:00,70.82,879,53.43,12.14,5.25,1442.24,3975.42,98.64,12,764,84,808.86,346.01
PV-Anlage,06.02.2024 15:00:00,87.01,880,86.76,0.24,0.01,529.03,2522.4,19.79,71,624,52,-155.07,133.51
PV-Anlage,06.02.2024 16:00:00,99.58,881,90.39,7.68,1.51,1947.78,2808.78,34.12,73,39,88,1686.9,227.43
PV-Anlage,06.02.2024 17:00:00,17.77,882,12.36,2.14,3.27,1009.22,329.07,33.73,11,1000,35,1292.22,210.72
PV-Anlage,06.02.2024 18:00:00,18.26,883,7.94,6.01,4.31,951.54,3334.29,91.73,33,788,34,787.71,497.15
PV-Anlage,06.02.2024 19:00:00,0.26,884,0.16,0.03,0.07,823.99,286.23,2.55,25,973,36,-1820.24,117.78
PV-Anlage,06.02.2024 20:00:00,37.31,885,9.37,3.35,24.59,1002.42,2973.69,82.31,22,882,64,1982.64,142.74
PV-Anlage,06.02.2024 21:00:00,74.14,886,67.26,4.32,2.56,1865.69,432.14,61.3,84,785,22,138.95,471.79
PV-Anlage,06.02.2024 22:00:00,1.0,887,0.32,0.22,0.46,603.53,969.86,16.2,28,444,95,989.93,103.78
PV-Anlage,06.02.2024 23:00:00,2.15,888,1.42,0.09,0.64,121.59,1385.3,13.34,1,139,17,930.0,177.89
PV-Anlage,07.02.2024 00:00:00,68.73,889,14.59,3.52,50.62,1363.02,2599.58,86.65,43,632,94,-1379.48,460.16
PV-Anlage,07.02.2024 01:00:00,96.09,890,41.24,18.5,36.35,1193.94,783.42,23.47,19,413,52,-851.8,150.95
PV-Anlage,07.02.2024 02:00:00,6.97,891,6.86,0.02,0.09,346.53,2985.16,42.5,24,854,30,1199.12,453.22
PV-Anlage,07.02.2024 03:00:00,87.8,892,49.98,22.53,15.29,1291.81,1240.04,73.7,36,767,66,1719.13,120.24
PV-Anlage,07.02.2024 04:00:00,16.42,893,4.69,8.61,3.12,799.38,1592.44,94.12,69,190,45,124.28,131.27
PV-Anlage,07.02.2024 05:00:00,12.2,894,1.04,8.33,2.83,279.33,451.69,24.39,64,910,86,1522.42,131.5
PV-Anlage,07.02.2024 06:00:00,40.84,895,21.27,4.25,15.32,1656.97,264.95,13.72,45,364,26,-1544.09,86.16
PV-Anlage,07.02.2024 07:00:00,84.64,896,76.51,5.32,2.81,1865.92,842.07,31.36,17,419,6,1558.3,361.91
PV-Anlage,07.02.2024 08:00:00,14.9,897,9.17,2.25,3.48,593.9,3660.28,62.9,45,533,11,-1892.47,423.46
PV-Anlage,07.02.2024 09:00:00,80.08,898,51.14,14.65,14.29,822.64,3145.47,21.33,71,44,59,570.62,102.93
PV-Anlage,07.02.2024 10:00:00,58.67,899,19.84,19.2,19.63,997.77,694.82,69.09,15,861,25,-389.29,399.56
PV-Anlage,07.02.2024 11:00:00,41.48,900,6.96,7.99,26.53,217.41,3506.41,50.7,20,784,97,1345.89,368.2
PV-Anlage,07.02.2024 12:00:00,81.47,901,47.79,29.96,3.72,1473.83,2745.63,89.2,81,752,1,1199.92,91.64
PV-Anlage,07.02.2024 13:00:00,87.73,902,37.78,20.9,29.05,878.77,77.69,16.1,44,692,26,-636.04,330.06
PV-Anlage,07.02.2024 14:00:00,47.24,903,6.89,34.08,6.27,132.43,3583.81,90.88,48,67,18,-1370.49,204.06
PV-Anlage,07.02.2024 15:00:00,67.16,904,28.76,25.2,13.2,1801.85,2318.37,40.14,89,429,39,-1721.39,401.8
PV-Anlage,07.02.2024 16:00:00,10.28,905,4.46,5.46,0.36,196.62,1453.53,97.37,26,874,63,272.79,232.14
PV-Anlage,07.02.2024 17:00:00,94.74,906,17.39,68.09,9.26,1632.2,3492.22,36.85,46,622,62,322.6,399.35
PV-Anlage,07.02.2024 18:00:00,10.85,907,10.77,0.01,0.07,450.63,1498.94,6.79,91,979,66,1872.89,132.2
PV-Anlage,07.02.2024 19:00:00,43.74,908,10.74,15.23,17.77,334.49,3148.33,13.3,57,941,1,-1817.46,107.78
PV-Anlage,07.02.2024 20:00:00,35.97,909,9.77,15.4,10.8,1731.98,3579.14,32.94,62,764,69,1798.85,365.63
PV-Anlage,07.02.2024 21:00:00,88.92,910,19.99,14.84,54.09,1554.25,584.42,58.56,69,11,89,-773.68,482.15
PV-Anlage,07.02.2024 22:00:00,77.16,911,36.34,1.62,39.2,1091.09,769.44,40.63,13,235,55,-250.63,381.3
PV-Anlage,07.02.2024 23:00:00,68.61,912,51.1,15.67,1.84,1373.64,46.52,15.76,5,473,26,-569.04,407.15
PV-Anlage,08.02.2024 00:00:00,62.81,913,51.88,0.88,10.05,685.37,662.12,64.09,6,459,86,30.58,73.6
PV-Anlage,08.02.2024 01:00:00,69.37,914,18.04,1.78,49.55,516.86,513.18,99.09,46,529,64,-1550.57,427.8
PV-Anlage,08.02.2024 02:00:00,15.43,915,5.22,3.22,6.99,482.26,3173.95,73.03,53,428,58,-1038.85,123.95
PV-Anlage,08.02.2024 03:00:00,21.11,916,11.02,9.15,0.94,834.16,1639.42,59.16,14,969,36,1301.92,183.4
PV-Anlage,08.02.2024 04:00:00,94.59,917,83.52,6.97,4.1,1631.2,2195.41,7.11,81,356,64,-1659.48,169.11
PV-Anlage,08.02.2024 05:00:00,1.87,918,0.06,1.15,0.66,708.28,52.13,17.75,71,449,19,1501.68,410.34
PV-Anlage,08.02.2024 06:00:00,55.46,919,9.26,5.76,40.44,383.55,806.02,50.35,39,749,94,1151.0,385.16
PV-Anlage,08.02.2024 07:00:00,46.28,920,5.11,36.58,4.59,301.82,1731.56,61.95,39,269,54,-817.54,304.41
PV-Anlage,08.02.2024 08:00:00,27.89,921,12.91,12.64,2.34,294.91,2984.9,18.3,21,394,46,1008.75,351.28
PV-Anlage,08.02.2024 09:00:00,20.28,922,1.74,16.63,1.91,1956.38,3375.94,83.62,73,744,10,-419.13,177.05
PV-Anlage,08.02.2024 10:00:00,78.13,923,16.42,18.39,43.32,1659.86,1539.7,95.16,61,393,90,-477.1,499.48
